term,pos,notes,is_case_sensitive,translation_af,notes_af,translation_ar,notes_ar,translation_ar_eg,notes_ar_eg,translation_ar_iq,notes_ar_iq,translation_az,notes_az,translation_az_az,notes_az_az,translation_bn,notes_bn,translation_bn_bd,notes_bn_bd,translation_bn_in,notes_bn_in,translation_ca,notes_ca,translation_cmn,notes_cmn,translation_cs,notes_cs,translation_da,notes_da,translation_de,notes_de,translation_el,notes_el,translation_en_gb,notes_en_gb,translation_en_us,notes_en_us,translation_es,notes_es,translation_es_419,notes_es_419,translation_es_ar,notes_es_ar,translation_es_co,notes_es_co,translation_es_es,notes_es_es,translation_es_mx,notes_es_mx,translation_et,notes_et,translation_fa,notes_fa,translation_fi,notes_fi,translation_fr,notes_fr,translation_hi,notes_hi,translation_hi_in,notes_hi_in,translation_hu,notes_hu,translation_id,notes_id,translation_id_id,notes_id_id,translation_it,notes_it,translation_it_it,notes_it_it,translation_ja,notes_ja,translation_ka,notes_ka,translation_kn,notes_kn,translation_ko,notes_ko,translation_ko_kr,notes_ko_kr,translation_ky,notes_ky,translation_lo_la,notes_lo_la,translation_lt,notes_lt,translation_mn,notes_mn,translation_mr,notes_mr,translation_mr_in,notes_mr_in,translation_ms,notes_ms,translation_my,notes_my,translation_nb,notes_nb,translation_ne,notes_ne,translation_nl,notes_nl,translation_pa,notes_pa,translation_pl,notes_pl,translation_pl_pl,notes_pl_pl,translation_ps,notes_ps,translation_pt,notes_pt,translation_pt_br,notes_pt_br,translation_pt_mz,notes_pt_mz,translation_pt_pt,notes_pt_pt,translation_ro,notes_ro,translation_ru,notes_ru,translation_ru_ru,notes_ru_ru,translation_si_lk,notes_si_lk,translation_sq_al,notes_sq_al,translation_sv,notes_sv,translation_te,notes_te,translation_tr,notes_tr,translation_tzm,notes_tzm,translation_uk,notes_uk,translation_uk_ua,notes_uk_ua,translation_ur,notes_ur,translation_vi,notes_vi,translation_zh,notes_zh,translation_zh-hans,notes_zh-hans,translation_zh_cn,notes_zh_cn,translation_zh_hk,notes_zh_hk,translation_zh_sg,notes_zh_sg,translation_zh_tw,notes_zh_tw
free (closure) variable||free (closure) variables,,"Same as ""closure variable""",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variável livre (de clausura)||variáveis livres (de clausura),,,,variável livre (de encerramento)||variáveis livres (de encerramento)||variáveis livres (encerramento),,,,,,,,,,,,,,,,,,,,,,free (closure) variable||free (closure) variables,,,,,,,,,,,,,,,,,
module's spec,,A module's ModuleSpec as per PEP 451,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spec do módulo,,,,especificações do módulo,,,,,,,,,,,,,,,,,,,,,,module's spec,,,,,,,,,,,,,,,,,
spec||specs,noun,A ModuleSpec as per PEP 451,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spec||specs,,,,especificação||especificações,,,,,,,,,,,,,,,,,,,,,,spec||specs,,,,,,,,,,,,,,,,,
Patch by,,Common in whatsnew/changelog,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patch por,,,,*Patch*||Patch,,,,,,,,,,,,,,,,,,,,,,Patch by,,,,,,,,,,,,,,,,,
(object method),,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(método de objeto),,,,(método do objeto),,,,,,,,,,,,,,,,,,,,,,(object method),,,,,,,,,,,,,,,,,
(built-in function),,found in index entry,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(função embutida),,,,(função integrada),,,,,,,,,,,,,,,,,,,,,,(built-in function),,,,,,,,,,,,,,,,,
(module attribute),,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(atributo de módulo),,,,(atributo do módulo),,,,,,,,,,,,,,,,,,,,,,(module attribute),,,,,,,,,,,,,,,,,
(metaclass method),,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(método de metaclasse),,,,(método metaclasse),,,,,,,,,,,,,,,,,,,,,,(metaclass method),,,,,,,,,,,,,,,,,
serialized,verb,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serializado||serializada||serializados||serializadas,,,,serializado||serializada,,,,,,,,,,,,,,,,,,,,,,serialized,,,,,,,,,,,,,,,,,
deserialized,verb,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desserializado||desserializada||desserializados||desserializadas,,,,deserializado||desserializada,,,,,,,,,,,,,,,,,,,,,,deserialized,,,,,,,,,,,,,,,,,
bound,adjective,e.g. bound type,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delimitado||delimitados,,,,limitado||delimitada,,,,,,,,,,,,,,,,,,,,,,bound,,,,,,,,,,,,,,,,,
backward compatibility,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retrocompatibilidade,,,,compatibilidade com versões anteriores||compatibilidade retroativa||retrocompatível,,,,,,,,,,,,,,,,,,,,,,backward compatibility,,,,,,,,,,,,,,,,,
curses,noun,"Don't translate! It is a terminal control library for Unix-like systems, enabling the construction of text user interface (TUI) applications.",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curses,,,,,,,,curses,,,,curses,,,,,,,,,,,,,,,,,,,,,,curses,,,,,,,,,,,,,,,,,
SQLite,noun,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQLite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQLite,,,,,,,,SQLite,,,,SQLite,,,,,,,,,,,,,,,,,,,,,,SQLite,,,,,,,,,,,,,,,,,
lexical analyzer||lexical analyzers,noun,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analisador léxico||analisadores léxicos,,,,analisador lexical||analisadores lexicais||analisador léxico,,,,,,,,,,,,,,,,,,,,,,lexical analyzer||lexical analyzers,,,,,,,,,,,,,,,,,
bytes-like object||bytes-like objects,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,objeto bytes ou similar||objetos bytes ou similares,,,,objeto semelhante a bytes||objetos semelhantes a bytes||bytes-like object||objetos tipo bytes||objetos bytes-like,,,,,,,,,,,,,,,,,,,,,,bytes-like object||bytes-like objects,,,,,,,,,,,,,,,,,
object||objects,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,objeto||objetos,,,,objeto||objetos||object||objects||objetar,,,,Объекты,,,,,,,,,,,,,,,,,,object||objects,,,,,,,,,,,,,,,,,
binary file||binary files,noun,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arquivo binário||arquivos binários,,,,ficheiro binário||ficheiros binários,,,,,,,,,,,,,,,,,,,,,,binary file||binary files,,,,,,,,,,,,,,,,,
file object||file objects,,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,objeto arquivo||objetos arquivo,,,,objeto de ficheiro||objetos de ficheiro||objeto ficheiro||objetos ficheiro||file object,,,,,,,,,,,,,,,,,,,,,,file object||file objects,,,,,,,,,,,,,,,,,
path-like object||path-like objects,,Glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,objeto caminho ou similar||objetos caminho ou similares,,,,objeto semelhante a um caminho||objetos semelhantes a caminhos||path-like object,,,,,,,,,,,,,,,,,,,,,,path-like object||path-like objects,,,,,,,,,,,,,,,,,
file-like object||file-like objects,,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,objeto arquivo ou similar||objetos arquivo ou similares,,,,objeto semelhante a ficheiro||objetos semelhantes a ficheiros||objeto semelhante a um ficheiro||objetos tipo ficheiro||objeto tipo ficheiro||file-like object,,,,,,,,,,,,,,,,,,,,,,file-like object||file-like objects,,,,,,,,,,,,,,,,,
annotate function||annotate functions,noun,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,função de anotação||funções de anotação,,,,função de anotação||funções de anotação,,,,,,,,,,,,,,,,,,,,,,annotate function||annotate functions,,,,,,,,,,,,,,,,,
evaluate function||evaluate functions,noun,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,função de avaliação||funções de avaliação,,,,avaliar função||avaliar funções||funções de avaliação||função de avaliação,,,,,,,,,,,,,,,,,,,,,,evaluate function||evaluate functions,,,,,,,,,,,,,,,,,
thread state||thread states,noun,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estado de thread||estados de thread,,,,estado de thread||estados de thread||estado da thread||estados da thread||thread state||thread states||estado do thread||estados do thread||estado de *thread*,,,,,,,,,,,,,,,,,,,,,,thread state||thread states,,,,,,,,,,,,,,,,,
attached thread state||attached thread states,noun,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estado de thread anexado||estados de thread anexados,,,,estado do thread anexado||estados dos threads anexados||estado de thread anexado||estado da thread anexada||estado de thread associado||estado de *thread* anexado,,,,,,,,,,,,,,,,,,,,,,attached thread state||attached thread states,,,,,,,,,,,,,,,,,
tuple-like object||tuple-like objects,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,objeto tupla ou similar||objetos tupla ou similares,,,,objeto semelhante a um tuplo||objeto semelhante a tuplos,,,,,,,,,,,,,,,,,,,,,,tuple-like object||tuple-like objects,,,,,,,,,,,,,,,,,
t-string||t-strings,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t-string||t-strings,,,,t-string||t-strings,,,,,,,,,,,,,,,,,,,,,,t-string||t-strings,,,,,,,,,,,,,,,,,
sqlite3,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sqlite3,,,,,,,,sqlite3,,,,sqlite3,,,,,,,,,,,,,,,,,,,,,,sqlite3,,,,,,,,,,,,,,,,,
interactive interpreter,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,対話的インタープリタ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interpretador interativo,,,,interpretador interativo||interativa do interpretador,,,,,,,,,,,,,,,,,,,,,,interactive interpreter,,,,,,,,,,,,,,,,,
assertion,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asserção||declaração,"No contexto de RE, essa palavra aparecia traduzida hora como asserção, hora como afirmação. Embora no geral (linguagem não-técnica), afirmação seja o termo mais comum, não parece ser a melhor escolha para texto técnico. Declaração também parece ser um nome possível.",,,afirmação||afirmações,,,,,,,,,,,,,,,,,,,,,,assertion,,,,,,,,,,,,,,,,,
keyword parameter||keyword parameters,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parâmetro nomeado||parâmetros nomeados,,,,parâmetros nomeados||parâmetro nomeado,,,,,,,,,,,,,,,,,,,,,,keyword parameter||keyword parameters,,,,,,,,,,,,,,,,,
dedent||dedents,verb,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desindentar||desindenta,,,,dedent||dedents,,,,,,,,,,,,,,,,,,,,,,dedent||dedents,,,,,,,,,,,,,,,,,
python,noun,"Language proper name, lowercase",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,python,,,,python,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,
generic type||generic types,noun,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tipo genérico||tipos genéricos,,,,tipo genérico||tipos genéricos,,,,,,,,,,,,,,,,,,,,,,generic type||generic types,,,,,,,,,,,,,,,,,
tail call||tail calls,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chamada de cauda||chamadas de cauda,,,,tail call||tail calls||chamadas de cauda,,,,,,,,,,,,,,,,,,,,,,tail call||tail calls,,,,,,,,,,,,,,,,,
built,adjective,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construído||construída||construídos||construídas,,,,construído||incorporado||compilados||compilado||incorporados||construída||construídas||incorporada||incorporadas||integrada||integrados||integrado||integradas||construídos,,,,,,,,,,,,,,,,,,,,,,built,,,,,,,,,,,,,,,,,
built,verb,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construiu||construíram,,,,construír||incorporado||incorporados||incorporadas||incorporada||integrada,,,,,,,,,,,,,,,,,,,,,,built,,,,,,,,,,,,,,,,,
cyclic isolate||cyclic isolates,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isolado cíclico||isolados cíclicos,,,,isolado cíclico||isolados cíclicos,,,,,,,,,,,,,,,,,,,,,,cyclic isolate||cyclic isolates,,,,,,,,,,,,,,,,,
turtle graphics,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gráficos tartaruga,Seguindo wikipedia (e termo já usado algumas vezes na doc): https://pt.wikipedia.org/wiki/Gr%C3%A1ficos_tartaruga,,,gráficos tartaruga||gráficos turtle,,,,,,,,,,,,,,,,,,,,,,turtle graphics,,,,,,,,,,,,,,,,,
free-threaded build||free-threaded builds||free-threading build||free-threading builds,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construção com threads livres||construções com threads livres,,,,compilação com threads livres||compilações com threads livres||compilação de thread livre||compilação CPython free-threading.||*free-threaded*||free-threading||free-threaded,,,,,,,,,,,,,,,,,,,,,,free-threaded build||free-threaded builds||free-threading build||free-threading builds,,,,,,,,,,,,,,,,,
tailcall,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chamada de cauda,,,,tailcall,,,,,,,,,,,,,,,,,,,,,,tailcall,,,,,,,,,,,,,,,,,
angular bracket||angular brackets,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parêntesis angular||parênteses angulares,,,,chaveta angular||chavetas angulares,,,,,,,,,,,,,,,,,,,,,,angular bracket||angular brackets,,,,,,,,,,,,,,,,,
Eli Schwartz,noun,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eli Schwartz,,,,Eli Schwartz,,,,,,,,,,,,,,,,,,,,,,Eli Schwartz,,,,,,,,,,,,,,,,,
Bénédikt Tran,noun,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bénédikt Tran,,,,Bénédikt Tran,,,,,,,,,,,,,,,,,,,,,,Bénédikt Tran,,,,,,,,,,,,,,,,,
Adam Turner,noun,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Turner,,,,Adam Turner,,,,,,,,,,,,,,,,,,,,,,Adam Turner,,,,,,,,,,,,,,,,,
Chris Markiewicz,noun,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Markiewicz,,,,Chris Markiewicz,,,,,,,,,,,,,,,,,,,,,,Chris Markiewicz,,,,,,,,,,,,,,,,,
Neil Schemenauer,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neil Schemenauer,,,,Neil Schemenauer,,,,,,,,,,,,,,,,,,,,,,Neil Schemenauer,,,,,,,,,,,,,,,,,
Kumar Aditya,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kumar Aditya,,,,Kumar Aditya,,,,,,,,,,,,,,,,,,,,,,Kumar Aditya,,,,,,,,,,,,,,,,,
Serhiy Storchaka,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serhiy Storchaka,,,,Serhiy Storchaka,,,,,,,,,,,,,,,,,,,,,,Serhiy Storchaka,,,,,,,,,,,,,,,,,
Russell Keith-Magee,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell Keith-Magee,,,,Russell Keith-Magee,,,,,,,,,,,,,,,,,,,,,,Russell Keith-Magee,,,,,,,,,,,,,,,,,
Noah Kim,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Kim,,,,Noah Kim,,,,,,,,,,,,,,,,,,,,,,Noah Kim,,,,,,,,,,,,,,,,,
Jelle Zijlstra,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jelle Zijlstra,,,,Jelle Zijlstra,,,,,,,,,,,,,,,,,,,,,,Jelle Zijlstra,,,,,,,,,,,,,,,,,
Savannah Ostrowski,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Savannah Ostrowski,,,,Savannah Ostrowski,,,,,,,,,,,,,,,,,,,,,,Savannah Ostrowski,,,,,,,,,,,,,,,,,
Hugo van Kemenade,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugo van Kemenade,,,,Hugo van Kemenade,,,,,,,,,,,,,,,,,,,,,,Hugo van Kemenade,,,,,,,,,,,,,,,,,
Batuhan Taskaya,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batuhan Taskaya,,,,Batuhan Taskaya,,,,,,,,,,,,,,,,,,,,,,Batuhan Taskaya,,,,,,,,,,,,,,,,,
Jeremy Hylton,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Hylton,,,,Jeremy Hylton,,,,,,,,,,,,,,,,,,,,,,Jeremy Hylton,,,,,,,,,,,,,,,,,
Irit Katriel,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irit Katriel,,,,Irit Katriel,,,,,,,,,,,,,,,,,,,,,,Irit Katriel,,,,,,,,,,,,,,,,,
Tomas Roun,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomas Roun,,,,Tomas Roun,,,,,,,,,,,,,,,,,,,,,,Tomas Roun,,,,,,,,,,,,,,,,,
Semyon Moroz,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Semyon Moroz,,,,Semyon Moroz,,,,,,,,,,,,,,,,,,,,,,Semyon Moroz,,,,,,,,,,,,,,,,,
Tian Gao,,Proper name seen in whatsnew files,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tian Gao,,,,Tian Gao,,,,,,,,,,,,,,,,,,,,,,Tian Gao,,,,,,,,,,,,,,,,,
